train_number,train_name,source,destination,running_days
12062,RKMP JANSHATABDI,JABALPUR,RANI KAMLAPATI,1111111
12063,HW UHL LINK JSHT,HARIDWAR JN,UNA HIMACHAL,100101
12065,DEE JAN SHATABDI,AJMER JN,DELHI S ROHILLA,1110110
12066,AII JAN SHATABDI,DELHI S ROHILLA,AJMER JN,1110110
12064,UHL HW LINK JSHT,UNA HIMACHAL,HARIDWAR JN,1010010
12071,JAN SHATABDI EXP,C SHIVAJI TERM MUMBAI,HINGOLI DECCAN,1111111
12072,JANSHATABDI EXP,HINGOLI DECCAN,C SHIVAJI TERM MUMBAI,1111111
12073,BBS JAN SHATABDI,HOWRAH JN,BHUBANESWAR,1111111
12074,BBS JAN SHATABDI,BHUBANESWAR,HOWRAH JN,1111111
12075,JAN SHATABDI,KOZHIKODE,TRIVANDRUM CNTL,1111111
12081,JAN SHATABDI,KANNUR,TRIVANDRUM CNTL,1101110
12076,JAN SHATABDI,TRIVANDRUM CNTL,KOZHIKODE,1111111
12080,JAN SHATABDI EXP,HUBBALLI JN,KSR BANGALORE CY JN,1111111
12079,JANSHATABDI EXP,KSR BANGALORE CY JN,HUBBALLI JN,1111111
12082,JAN SHATABDI,TRIVANDRUM CNTL,KANNUR,1011101
12090,JANSHATABDI EXP,SHIMOGA TOWN,KSR BANGALORE CY JN,1111111
12092,NAINI DOON JAN S,KATHGODAM,DEHRADUN,110111
12089,JANSHATABDI EXP,KSR BANGALORE CY JN,SHIMOGA TOWN,1111111
12091,NAINI DOON JAN S,DEHRADUN,KATHGODAM,110111
12097,AGTL KGBP JANSHT,AGARTALA,KHONGSANG,1010100
12098,KGBP AGTL JANSHT,KHONGSANG,AGARTALA,1010100
12365,RNC JANSHATABDI,PATNA JN,RANCHI,1111111
12366,PNBE JANSHATABDI,RANCHI,PATNA JN,1111111
20949,JAN SHATABDI EX,AHMEDABAD JN,EKTA NAGAR,1111111
20948,JAN SHATABDI EX,EKTA NAGAR,AHMEDABAD JN,1111111
15126,JANSHATABDI EXP,PATNA JN,BANARAS,1111111
20950,JAN SHATABDI EX,EKTA NAGAR,AHMEDABAD JN,1111111
20947,JAN SHATABDI EX,AHMEDABAD JN,EKTA NAGAR,1111111
15125,PATNA JANSHTBDI,BANARAS,PATNA JN,1111111
12305,KOLKATA RJDHNI,HOWRAH JN,NEW DELHI,1
12309,RJPB RAJDHANI,RJNDR NGR BIHAR,NEW DELHI,1111111
12306,KOLKATA  RJDHNI,NEW DELHI,HOWRAH JN,100
12313,RAJDHANI EXP,SEALDAH,NEW DELHI,1111111
12310,RJPB RAJDHANI,NEW DELHI,RJNDR NGR BIHAR,1111111
12423,DBRT NDLS RAJDHANI,DIBRUGARH,NEW DELHI,1111111
12314,SEALDAH RAJDHNI,NEW DELHI,SEALDAH,1111111
12426,JAMMU RAJDHANI,JAMMU TAWI,NEW DELHI,1111111
12424,DBRT RAJDHANI,NEW DELHI,DIBRUGARH,1111111
12425,JAMMU RAJDHANI,NEW DELHI,JAMMU TAWI,1111111
12432,TRIVNDRM RJDHNI,H NIZAMUDDIN,TRIVANDRUM CNTL,110001
12437,RAJDHANI EXP,SECUNDERABAD JN,H NIZAMUDDIN,10000
12434,CHENNAI RAJDHNI,H NIZAMUDDIN,CHENNAI CENTRAL,10100
12433,RAJDHANI EXP,CHENNAI CENTRAL,H NIZAMUDDIN,101
12431,TVC NZM RAJDHANI,TRIVANDRUM CNTL,H NIZAMUDDIN,101100
12453,RNC NDLS RAJ EXP,RANCHI,NEW DELHI,1
12454,NDLS RNC RJDHNI,NEW DELHI,RANCHI,10
12951,MUMBAI RAJDHANI,MUMBAI CENTRAL,NEW DELHI,1111111
12438,NZM SC RJDHNI,H NIZAMUDDIN,SECUNDERABAD JN,1
12952,MUMBAI RAJDHANI,NEW DELHI,MUMBAI CENTRAL,1111111
12957,SWARNA J RAJ EX,SABARMATI BG,NEW DELHI,1111111
12953,AUG KR RAJ EXP,MUMBAI CENTRAL,H NIZAMUDDIN,1111111
12954,AG KRANTI RJDHN,H NIZAMUDDIN,MUMBAI CENTRAL,1111111
12958,ADI SJ RAJDHANI,NEW DELHI,SABARMATI BG,1111111
20504,NDLS DBRG RJDHN,NEW DELHI,DIBRUGARH,1110110
20408,RNC RAJDHANI,NEW DELHI,RANCHI,10000
20503,DBRG NDLS RAJ,DIBRUGARH,NEW DELHI,111011
20407,RNC NDLS RAJ EX,RANCHI,NEW DELHI,1000
20507,RAJDHANI EXP,SAIRANG,ANAND VIHAR TRM,100
20505,RAJDHANI EXP,DIBRUGARH,NEW DELHI,1000100
20506,DBRG RAJDHANI,NEW DELHI,DIBRUGARH,1001
20508,SANG RAJDHANI EXP,ANAND VIHAR TRM,SAIRANG,1
20817,TEJAS RAJ EXP,BHUBANESWAR,NEW DELHI,10
20839,RNC NDLS RAJ EXP,RANCHI,NEW DELHI,10010
20818,BBS TEJAS RAJDHANI,NEW DELHI,BHUBANESWAR,1
22413,MAO NZM RAJDHANI,MADGAON,H NIZAMUDDIN,1000001
22221,NZM RAJDHANI EXP,C SHIVAJI TERM MUMBAI,H NIZAMUDDIN,1111111
22222,CSMT RAJDHANI,H NIZAMUDDIN,C SHIVAJI TERM MUMBAI,1111111
20840,NDLS RNC RAJ EXP,NEW DELHI,RANCHI,1000100
22414,NZM MAO RAJDANI,H NIZAMUDDIN,MADGAON,110
22812,BUBNESWR RJDHNI,NEW DELHI,BHUBANESWAR,1000100
22691,RAJDHANI EXP,KSR BANGALORE CY JN,H NIZAMUDDIN,1111111
22811,BBS RAJDHANI EXP,BHUBANESWAR,NEW DELHI,10001
22823,BBS RAJDHANI EXP,BHUBANESWAR,NEW DELHI,1101100
22692,BANGLORE RJDHNI,H NIZAMUDDIN,KSR BANGALORE CY JN,1111111
10215,MADGAON ERS EXP,MADGAON,ERNAKULAM JN,1
22824,BUBNESWR RJDHNI,NEW DELHI,BHUBANESWAR,111010
10216,MADGAON EXPRESS,ERNAKULAM JN,MADGAON,1000000
12101,JNANESWARI DELX,LOKMANYATILAK T,SHALIMAR,1100110
12102,JNANESWARI EXP,SHALIMAR,LOKMANYATILAK T,1011001
12103,PUNE LUCKNOW EXP,PUNE JN,LUCKNOW NE,100000
12104,LJN PUNE EXP,LUCKNOW NE,PUNE JN,10000
12105,VIDARBHA EXPRESS,C SHIVAJI TERM MUMBAI,GONDIA JN,1111111
12107,LTT SITAPUR EXP,LOKMANYATILAK T,SITAPUR,1010010
12108,STP LTT SF EXP,SITAPUR,LOKMANYATILAK T,101001
12110,PANCHAVTI EXP,MANMAD JN,C SHIVAJI TERM MUMBAI,1111111
12109,PANCHAVATI EXP,C SHIVAJI TERM MUMBAI,MANMAD JN,1111111
12112,AMI CSMT EXPRESS,AMRAVATI,C SHIVAJI TERM MUMBAI,1111111
12111,CSMT AMI EXPRESS,C SHIVAJI TERM MUMBAI,AMRAVATI,1111111
12117,LTT MANMAD EXP,LOKMANYATILAK T,MANMAD JN,1111111
12116,SIDDHESWAR EXP,SOLAPUR JN,C SHIVAJI TERM MUMBAI,1111111
12115,SIDDHESHWAR EXP,C SHIVAJI TERM MUMBAI,SOLAPUR JN,1111111
12118,MANMAD LTT EXP,MANMAD JN,LOKMANYATILAK T,1111111
12120,AJNI AMI EXP,AJNI,AMRAVATI,1111111
12119,AMI AJNI EXP,AMRAVATI,AJNI,1111111
12123,DECCAN QUEEN,C SHIVAJI TERM MUMBAI,PUNE JN,1111111
12121,M P SMPRK KRNTI,JABALPUR,H NIZAMUDDIN,10101
12122,M P SMPRK KRNTI,H NIZAMUDDIN,JABALPUR,1001010
12125,PRAGATI EXPRESS,C SHIVAJI TERM MUMBAI,PUNE JN,1111111
12124,DECCAN QUEEN,PUNE JN,C SHIVAJI TERM MUMBAI,1111111
12126,PRAGATI EXPRESS,PUNE JN,C SHIVAJI TERM MUMBAI,1111111
12128,INTERCITY EXP,PUNE JN,C SHIVAJI TERM MUMBAI,1111111
12127,INTERCITY EXP,C SHIVAJI TERM MUMBAI,PUNE JN,1111111
12131,DR SAINAGAR EXP,DADAR,SAINAGAR SHIRDI,1010010
12130,AZAD HIND EXP,HOWRAH JN,PUNE JN,1111111
12129,AZAD HIND EXP,PUNE JN,HOWRAH JN,1111111
12132,SAINAGAR DR EXP,SAINAGAR SHIRDI,DADAR,101001
12133,MANGALURU EXP,C SHIVAJI TERM MUMBAI,MANGALORE JN,1111111
12134,MAJN CSMT SF EX,MANGALORE JN,THANE,1111111
12136,NAGPUR PUNE EXP,NAGPUR,PUNE JN,1010010
12135,PUNE NAGPUR EXP,PUNE JN,NAGPUR,101001
12138,PUNJAB MAIL,FIROZPUR CANT,C SHIVAJI TERM MUMBAI,1111111
12139,SEVAGRAM EXP,C SHIVAJI TERM MUMBAI,NAGPUR,1111111
12137,PUNJAB MAIL,C SHIVAJI TERM MUMBAI,FIROZPUR CANT,1111111
12141,LTT PPTA EXPRESS,LOKMANYATILAK T,PATLIPUTRA,1111111
12140,SEVAGRAM EXP,NAGPUR,C SHIVAJI TERM MUMBAI,1111111
12142,PPTA LTT EXP,PATLIPUTRA,LOKMANYATILAK T,1111111
12144,SLN LTT SF EXP,SULTANPUR,LOKMANYATILAK T,100000
12143,LTT SLN SUP EXP,LOKMANYATILAK T,SULTANPUR,1
12147,NIZAMUDDIN EXP,C SHAHUMHARAJ T,H NIZAMUDDIN,100000
12146,PURI LTT SUP EXP,PURI,LOKMANYATILAK T,100000
12151,SAMARSATA EXP,LOKMANYATILAK T,SHALIMAR,11000
12148,NZM KOP EXP,H NIZAMUDDIN,C SHAHUMHARAJ T,1000
12152,SAMARSATA EXP,SHALIMAR,LOKMANYATILAK T,110
12153,LTT RKMP EXP,LOKMANYATILAK T,RANI KAMLAPATI,1000
12154,RKMP LTT SUP EXP,RANI KAMLAPATI,LOKMANYATILAK T,100
12155,BHOPAL EXPRESS,RANI KAMLAPATI,H NIZAMUDDIN,1111111
12158,HUTATMA EXPRESS,SOLAPUR JN,PUNE JN,1111111
12159,AMI JBP SUP EXP,AMRAVATI,JABALPUR,1111111
12156,BHOPAL EXPRESS,H NIZAMUDDIN,RANI KAMLAPATI,1111111
12157,HUTATMA EXPRESS,PUNE JN,SOLAPUR JN,1111111
12161,LASHKAR EXPRESS,LOKMANYATILAK T,AGRA CANTT,100
12162,LASHKAR EXPRESS,AGRA CANTT,LOKMANYATILAK T,10
12160,JBP AMI SUP EXP,JABALPUR,AMRAVATI,1111111
12164,CHENNAI EXP,CHENNAI CENTRAL,LOKMANYATILAK T,1111111
12163,CHENNAI EXPRESS,LOKMANYATILAK T,CHENNAI CENTRAL,1111111
12167,LTT BSBS EXPRESS,LOKMANYATILAK T,BANARAS,1111111
12166,GKP LTT SUP EXP,GORAKHPUR JN,LOKMANYATILAK T,100110
12165,LTT GKP EXPRESS,LOKMANYATILAK T,GORAKHPUR JN,1001100
12169,SUR INTERCITY,PUNE JN,SOLAPUR JN,1111111
12171,LTT HW AC SUP,LOKMANYATILAK T,HARIDWAR JN,1001000
12168,BSBS LTT SUP EXP,BANARAS,LOKMANYATILAK T,1111111
12170,PUNE INTERCITY,SOLAPUR JN,PUNE JN,1111111
12173,UDYOG NAGRI EXP,LOKMANYATILAK T,MA BELHADEVI PRATAPGARH JN,100001
12172,HW LTT AC SF,HARIDWAR JN,LOKMANYATILAK T,100100
12175,CHAMBAL EXP,HOWRAH JN,GWALIOR,10001
12174,UDYOG NAGRI EXP,MA BELHADEVI PRATAPGARH JN,LOKMANYATILAK T,101000
12177,CHAMBAL EXP,HOWRAH JN,MATHURA JN,100
12176,CHAMBAL EXPRESS,GWALIOR,HOWRAH JN,100010
12179,LJN AF INTERCITY,LUCKNOW NE,AGRA FORT,1111111
12178,CHAMBAL EXPRESS,MATHURA JN,HOWRAH JN,1000000
12181,DAYODAI EXPRESS,JABALPUR,AJMER JN,1111111
12183,BPL MBDP SF EXP,BHOPAL JN,MA BELHADEVI PRATAPGARH JN,100101
12182,DAYODAYA EXP,AJMER JN,JABALPUR,1111111
12184,MBDP BPL EXPRESS,MA BELHADEVI PRATAPGARH JN,BHOPAL JN,1010010
12185,REWANCHAL EXP,RANI KAMLAPATI,REWA,1111111
12186,REWANCHAL EXP,REWA,RANI KAMLAPATI,1111111
12190,MAHAKOSHAL EXP,H NIZAMUDDIN,JABALPUR,1111111
12189,MAHAKAUSHAL EXP,JABALPUR,H NIZAMUDDIN,1111111
12191,NZM JBP SUP EXP,H NIZAMUDDIN,JABALPUR,1111111
12192,JBP NZM SF EXP,JABALPUR,H NIZAMUDDIN,1111111
12193,YPR JBP EXP,YESVANTPUR JN,JABALPUR,1
12194,JBP YPR SUP EXP,JABALPUR,YESVANTPUR JN,10
12195,AF AII INTERCITY,AGRA FORT,AJMER JN,1111111
12217,SAMPARK KRANTHI,TRIVANDRUM NORTH,CHANDIGARH,1000010
12196,AII AF INTERCITY,AJMER JN,AGRA FORT,1111111
12218,KERLA S KRANTI,CHANDIGARH,TRIVANDRUM NORTH,10100
12225,KAIFIYAT EXP,AZAMGARH,DELHI,1111111
12230,LUCKNOW MAIL,NEW DELHI,LUCKNOW NR,1111111
12229,LUCKNOW MAIL,LUCKNOW NR,NEW DELHI,1111111
12226,KAIFIYAT EXP,DELHI,AZAMGARH,1111111
12232,CDG LKO EXPRESS,CHANDIGARH,LUCKNOW NR,1111111
12237,BEGAMPURA EXP,VARANASI JN,JAMMU TAWI,1111111
12238,BEGAMPURA EXP,JAMMU TAWI,VARANASI JN,1111111
12247,BDTS NZM YUVA EX,BANDRA TERMINUS,H NIZAMUDDIN,100
12248,NZM BDTS YUVA,H NIZAMUDDIN,BANDRA TERMINUS,10
12250,JSM SSB SF EXP,JAISALMER,SHAKURBASTI,1111111
12249,SSB JSM SF EXP,SHAKURBASTI,JAISALMER,1111111
12254,ANGA EXPRESS,BHAGALPUR,SMVT BENGALURU,10000
12279,TAJ EXPRESS,V LAKSHMIBAI JHANSI,NEW DELHI,1111111
12291,YPR CHENNAI EXP,YESVANTPUR JN,CHENNAI CENTRAL,100
12280,TAJ EXPRESS,NEW DELHI,V LAKSHMIBAI JHANSI,1111111
12295,SANGHAMITRA EXP,SMVT BENGALURU,DANAPUR,1111111
12292,YESVANTPUR EXP,CHENNAI CENTRAL,YESVANTPUR JN,10
12303,POORVA EXPRESS,HOWRAH JN,NEW DELHI,1100110
12304,POORVA EXPRESS,NEW DELHI,HOWRAH JN,11011
12296,SANGHA MITRA EX,DANAPUR,SMVT BENGALURU,1111111
12307,HWH JU EXPRESS,HOWRAH JN,JODHPUR JN,110011
12308,JU HWH EXPRESS,JODHPUR JN,HOWRAH JN,1101100
12311,NETAJI EXPRESS,HOWRAH JN,KALKA,1111111
12315,ANANYA EXPRESS,KOLKATA,UDAIPUR CITY,1000
12320,GWL KOAA SF EXP,GWALIOR,KOLKATA,1000
12318,AKAL TAKHT EXP,AMRITSAR JN,KOLKATA,100100
12319,KOAA GWL EXPRESS,KOLKATA,GWALIOR,10000
12316,ANANYA EXP,UDAIPUR CITY,KOLKATA,1000000
12321,HWH MUMBAI MAIL,HOWRAH JN,C SHIVAJI TERM MUMBAI,1111111
12317,AKAL TAKHT EXP,KOLKATA,AMRITSAR JN,10001
12324,BME HWH EXP,BARMER,HOWRAH JN,10010
12322,KOLKATA MAIL,C SHIVAJI TERM MUMBAI,HOWRAH JN,1111111
12323,HWH BME EXPRESS,HOWRAH JN,BARMER,100100
12329,W B SMPRK KRNTI,SEALDAH,ANAND VIHAR TRM,100000
12330,W B SMPRK KRNTI,ANAND VIHAR TRM,SEALDAH,10000
12326,NLDM KOAA EXP,NANGAL DAM,KOLKATA,10
12325,KOAA NLDM EXP,KOLKATA,NANGAL DAM,1000
12335,BGP LTT EXPRESS,BHAGALPUR,LOKMANYATILAK T,100100
12336,BHAGALPUR EXP,LOKMANYATILAK T,BHAGALPUR,100001
12337,SANTINIKATAN EXP,HOWRAH JN,BOLPUR S NIKTN,1111111
12339,COAL FIELD EXP,HOWRAH JN,DHANBAD JN,1111111
12338,SANTINIKETAN EXP,BOLPUR S NIKTN,HOWRAH JN,1111111
12342,AGNIBINA EXPRES,ASANSOL JN,HOWRAH JN,1111111
12341,AGNIBINA EXPRES,HOWRAH JN,ASANSOL JN,1111111
12344,DARJEELING MAIL,HALDIBARI,SEALDAH,1111111
12343,DARJEELING MAIL,SEALDAH,HALDIBARI,1111111
12345,SARAIGHAT EXPRESS,HOWRAH JN,GUWAHATI,1111111
12348,RAMPURHAT EXP,RAMPUR HAT,HOWRAH JN,1111111
12346,SARAIGHAT EXP,GUWAHATI,HOWRAH JN,1111111
12347,RAMPURHAT EXP,HOWRAH JN,RAMPUR HAT,1111111
12354,LKU HWH EXP,LAL KUAN,HOWRAH JN,10
12353,HWH LKU EXP,HOWRAH JN,LAL KUAN,100
12352,RJPB HWH EXPRESS,RJNDR NGR BIHAR,HOWRAH JN,1111111
12355,ARCHNA EXPRESS,PATNA JN,JAMMU TAWI,100010
12356,ARCHANA EXPRESS,JAMMU TAWI,PATNA JN,10001
12357,DURGIANA EXP,KOLKATA,AMRITSAR JN,100010
12362,CSMT ASANSOL EXP,C SHIVAJI TERM MUMBAI,ASANSOL JN,10000
12363,KOAA HDB SUPF EX,KOLKATA,HALDIBARI,101010
12358,ASR KOAA SUP EXP,AMRITSAR JN,KOLKATA,1001000
12361,ASN CSTM EXPRESS,ASANSOL JN,C SHIVAJI TERM MUMBAI,1
12364,HDB KOAA SF EXP,HALDIBARI,KOLKATA,10101
12368,VIKRAMSHILA EXP,ANAND VIHAR TRM,BHAGALPUR,1111111
12367,VIKRAMSHILA EXPRESS,BHAGALPUR,ANAND VIHAR TRM,1111111
12371,HWH BKN SF EXP,HOWRAH JN,BIKANER JN,1000000
12375,TBM JSME EXP,TAMBARAM,JASIDIH JN,10
12377,PADATIK EXPRESS,SEALDAH,NEW ALIPURDAUR,1111111
12373,SDAH RPH INTRCTY,SEALDAH,RAMPUR HAT,10101
12374,RPH SDAH INTRCTY,RAMPUR HAT,SEALDAH,1001010
12372,BKN HWH SF EXP,BIKANER JN,HOWRAH JN,1000
12376,JSME TBM EXP,JASIDIH JN,TAMBARAM,10000
12379,JALIANWALA B EXP,SEALDAH,AMRITSAR JN,100
12378,PADATIK EXPRESS,NEW ALIPURDAUR,SEALDAH,1111111
12380,JALIANWALA B EX,AMRITSAR JN,SEALDAH,1
12382,POORVA EXPRESS,NEW DELHI,HOWRAH JN,1100100
12389,GAYA MS EXPRESS,GAYA JN,CHENNAI CENTRAL,1
12381,POORVA EXPRESS,HOWRAH JN,NEW DELHI,11001
12390,MS GAYA EXPRESS,CHENNAI CENTRAL,GAYA JN,100000
12391,SHRAMJEEVI EXP,RAJGIR,NEW DELHI,1111111
12393,S KRANTI SUP EX,RJNDR NGR BIHAR,NEW DELHI,1111111
12392,SHRAMJEVI N EXP,NEW DELHI,RAJGIR,1111111
12394,SAMPOORN K EXP,NEW DELHI,RJNDR NGR BIHAR,1111111
12396,ZIYARAT EXPRESS,AJMER JN,RJNDR NGR BIHAR,100
12398,MAHABODHI EXP,NEW DELHI,GAYA JN,1111111
12397,MAHABODHI EXP,GAYA JN,NEW DELHI,1111111
12395,ZIYARAT EXPRESS,RJNDR NGR BIHAR,AJMER JN,10000
12402,NANDA DEVI EXP,DEHRADUN,KOTA JN,1111111
12403,PRYJ BKN SF EXP,PRAYAGRAJ JN,LALGARH JN,1101010
12401,NANDA DEVI EXP,KOTA JN,DEHRADUN,1111111
12404,BKN PRYJ SF EXP,LALGARH JN,PRAYAGRAJ JN,110101
12405,GONDWANA EXPRES,BHUSAVAL JN,H NIZAMUDDIN,100001
12407,KARMABHOOMI EXP,NEW JALPAIGURI,AMRITSAR JN,10000
12406,GONDWANA EXPRESS,H NIZAMUDDIN,BHUSAVAL JN,101
12408,KARAMABHOOMI EXP,AMRITSAR JN,NEW JALPAIGURI,100
12409,GONDWANA EXPRES,RAIGARH,H NIZAMUDDIN,1011110
12410,GONDWANA EXPRES,H NIZAMUDDIN,RAIGARH,1111010
12412,INTERCITY EXP,AMRITSAR JN,CHANDIGARH,1111111
12411,INTERCITY EXP,CHANDIGARH,AMRITSAR JN,1111111
12415,INDB NDLS EXP,INDORE JN BG,NEW DELHI,1111111
12414,GALTADHAM POOJA,JAMMU TAWI,AJMER JN,1111111
12416,NDLS INDB EXP,NEW DELHI,INDORE JN BG,1111111
12413,GALTADHAM POOJA,AJMER JN,JAMMU TAWI,1111111
12417,PRAYAG RAJ EXP,PRAYAGRAJ JN,NEW DELHI,1111111
12420,GOMTI EXPRESS,NEW DELHI,LUCKNOW NR,1111111
12418,PRAYAG RAJ EXP,NEW DELHI,PRAYAGRAJ JN,1111111
12428,ANVT REWA EXP,ANAND VIHAR TRM,REWA,1111111
12427,REWA ANVT EXP,REWA,ANAND VIHAR TRM,1111111
12429,LKO NDLS AC SF,LUCKNOW NR,NEW DELHI,1111111
12430,NDLS LKO AC SF,NEW DELHI,LUCKNOW NR,1111111
12439,NED SGNR EXP,H SAHIB NANDED,SHRI GANGANAGAR,1
12440,SGNR NED EXP,SHRI GANGANAGAR,H SAHIB NANDED,100
12443,HLZ ANVT WKLY SF,HALDIA,ANAND VIHAR TRM,1000
12444,ANVT HLZ S F EXP,ANAND VIHAR TRM,HALDIA,100000
12446,UTTAR S KRANTI,MATA VAISHNO DEVI KATRA,NEW DELHI,1111111
12445,UTTAR S KRANTI,NEW DELHI,MATA VAISHNO DEVI KATRA,1111111
12447,U P SMPRK KRNTI,MANIKPUR JN,H NIZAMUDDIN,1111111
12450,GOA SMPRK K EXP,CHANDIGARH,MADGAON,1000010
12456,BKN DEE SF EXP,BIKANER JN,DELHI S ROHILLA,1111111
12451,SHRAM SHKTI EXP,KANPUR CENTRAL,NEW DELHI,1111111
12457,DEE BKN SF EXP,DELHI S ROHILLA,BIKANER JN,1111111
12455,DEE BKN SF EXP,DELHI S ROHILLA,BIKANER JN,1111111
12463,RAJSTHN S KRANTI,DELHI S ROHILLA,JODHPUR JN,10000
12452,SHRAM SHKTI EXP,NEW DELHI,KANPUR CENTRAL,1111111
12458,BKN DEE SF EXP,BIKANER JN,DELHI S ROHILLA,1111111
12464,RJSTHN S KRNTI,JODHPUR JN,DELHI S ROHILLA,1000
12466,RANTHAMBORE EXP,BHAGAT KI KOTHI,INDORE JN BG,1111111
12465,RANTHAMBHORE EXP,INDORE JN BG,BHAGAT KI KOTHI,1111111
12467,LEELAN EXP,JAISALMER,JAIPUR,1111111
12468,LEELAN EXP,JAIPUR,JAISALMER,1111111
12469,CNB JAT EXPRESS,KANPUR CENTRAL,JAMMU TAWI,10100
12470,JAT CNB EXPRESS,JAMMU TAWI,KANPUR CENTRAL,101000
12471,SWARAJ EXPRESS,BANDRA TERMINUS,MATA VAISHNO DEVI KATRA,1001101
12472,SWARAJ EXPRESS,MATA VAISHNO DEVI KATRA,BANDRA TERMINUS,110110
12474,SARVODAYA EXP,MATA VAISHNO DEVI KATRA,GANDHIDHAM BG,1000
12478,SVDK JAM EXP,MATA VAISHNO DEVI KATRA,JAMNAGAR,1
12477,JAM SVDK EXP,JAMNAGAR,MATA VAISHNO DEVI KATRA,10000
12473,SARVODAYA EXP,GANDHIDHAM BG,MATA VAISHNO DEVI KATRA,10
12475,HAPA SVDK EXP,HAPA,MATA VAISHNO DEVI KATRA,100000
12479,SURYA NAGRI EXP,JODHPUR JN,BANDRA TERMINUS,1111111
12476,SVDK HAPA EXP,MATA VAISHNO DEVI KATRA,HAPA,1000000
12480,SURYANAGARI EXP,BANDRA TERMINUS,JODHPUR JN,1111111
12482,INTERCITY EXP,SHRI GANGANAGAR,DELHI,1111111
12483,AMRITSAR EXP,TRIVANDRUM NORTH,AMRITSAR JN,10000
12485,NED SGNR EXPRES,H SAHIB NANDED,SHRI GANGANAGAR,1001000
12486,SGNR NED EXPRESS,SHRI GANGANAGAR,H SAHIB NANDED,100010
12484,ASR KCVL EXPRESS,AMRITSAR JN,TRIVANDRUM NORTH,1
12487,SEEMANCHAL EXP,JOGBANI,ANAND VIHAR TRM,1111111
12488,SEEMANCHAL EXP,ANAND VIHAR TRM,JOGBANI,1111111
12493,DARSHAN EXPRESS,MIRAJ JN,H NIZAMUDDIN,1
12496,PRATAP EXPRESS,KOLKATA,BIKANER JN,100
12495,BKN KOAA SUP EX,BIKANER JN,KOLKATA,1000
12494,DARSHAN EXPRESS,H NIZAMUDDIN,MIRAJ JN,100
12497,SHANE PUNJAB,NEW DELHI,AMRITSAR JN,1111111
12505,NORTH EAST EXP,KAMAKHYA,ANAND VIHAR TRM,1111111
12498,SHANE PUNJAB,AMRITSAR JN,NEW DELHI,1111111
12506,NORTH EAST EXP,ANAND VIHAR TRM,KAMAKHYA,1111111
12509,GUWAHATI EXP,SMVT BENGALURU,GUWAHATI,11100
12521,RAPTI SAGAR EXP,BARAUNI JN,ERNAKULAM JN,1000000
12511,RAPTI SAGAR EXP,GORAKHPUR JN,TRIVANDRUM NORTH,1101
12525,KOAA DBRG EXP,KOLKATA,DIBRUGARH,10000
12526,DBRG KOAA EXP,DIBRUGARH,KOLKATA,100000
12527,CPR ANVT SF EXP,CHHAPRA,ANAND VIHAR TRM,1
12534,PUSHPAK EXPRESS,C SHIVAJI TERM MUMBAI,GOMATI NAGAR,1111111
12533,PUSHPAK EXPRESS,GOMATI NAGAR,C SHIVAJI TERM MUMBAI,1111111
12528,ANVT CPR SF EXP,ANAND VIHAR TRM,CHHAPRA,1000000
12540,LKO YPR SUP EXP,LUCKNOW NR,YESVANTPUR JN,100
12545,KARMBHOOMI EXP,RAXAUL JN,LOKMANYATILAK T,1000
12546,KARMABHOOMI EX,LOKMANYATILAK T,RAXAUL JN,10
12548,ADI AGC SF EXP,SABARMATI BG,AGRA CANTT,1011001
12547,AGC ADI SF EXP,AGRA CANTT,SABARMATI BG,1101100
12550,UHP DURG SF EXP,MTYR C TUSHAR MAHAJAN,DURG,1000
12552,KYQ SMVB AC EXP,KAMAKHYA,SMVT BENGALURU,10000
12551,SMVB KYQ AC EXP,SMVT BENGALURU,KAMAKHYA,10
12556,GORAKDAM EXPRES,BHATINDA JN,GORAKHPUR JN,1111111
12555,GORAKDAM EXPRES,GORAKHPUR JN,BHATINDA JN,1111111
12557,SAPT KRANTI EXP,MUZAFFARPUR JN,ANAND VIHAR TRM,1111111
12559,SHIV GANGA EXP,BANARAS,NEW DELHI,1111111
12558,SAPT KRANTI EXP,ANAND VIHAR TRM,MUZAFFARPUR JN,1111111
12561,SWATANTRA S EXP,JAYNAGAR,NEW DELHI,1111111
12565,BIHAR S KRANTI,DARBHANGA JN,NEW DELHI,1111111
12560,SHIV GANGA EXP,NEW DELHI,BANARAS,1111111
12562,SWATANTRTA S EXP,NEW DELHI,JAYNAGAR,1111111
12567,RAJYA RANI EXP,SAHARSA JN,PATNA JN,1111111
12566,BIHAR S KRANTI,NEW DELHI,DARBHANGA JN,1111111
12577,BAGMATI EXPRESS,DARBHANGA JN,MYSORE JN,100000
12568,RAJYA RANI EXP,PATNA JN,SAHARSA JN,1111111
12578,BAGMATI EXPRESS,MYSORE JN,DARBHANGA JN,100
12584,LJN DOUBLE DKR,ANAND VIHAR TRM,LUCKNOW NE,101101
12583,ANVT DOUBLE DKR,LUCKNOW NE,ANAND VIHAR TRM,101101
12581,BSBS NDLS SF EXP,BANARAS,NEW DELHI,1001111
12582,BSBS SF EXPRESS,NEW DELHI,BANARAS,11111
12588,GKP SF EXP,JAMMU TAWI,GORAKHPUR JN,10
12589,GKP SC EXPRESS,GORAKHPUR JN,CHARLAPALLI,10000
12592,GORAKHPUR EXP,YESVANTPUR JN,GORAKHPUR JN,1000000
